App,Category,Rating,Reviews,Size_MB,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Revenue,Description,Sentiment_Subjectivity
Curriculum vitae App CV Builder Free Resume Maker,BUSINESS,4.5,4458,3.9,500000,Free,0,Everyone,Business,08-07-18,3.3,4.1,0,Curriculum vitae App CV Builder Free Resume Maker,0.8
Google Primer,BUSINESS,4.4,62272,18,10000000,Free,0,Everyone,Business,26-06-18,3.550.2,4.1,0,Google Primer,0
Alba Heaven - Alvarez Job Portal Services,BUSINESS,4,8941,12,5000000,Free,0,Everyone,Business,31-07-18,4.6.30,4,0,Alba Heaven - Alvarez Job Portal Services,0
SuperLivePro,BUSINESS,4.3,46353,21,1000000,Free,0,Everyone,Business,13-04-16,2.8,1.5,0,SuperLivePro,0
Polaris Office for LG,BUSINESS,4.2,30847,55,5000000,Free,0,Everyone,Business,08-02-18,7.3.21,4.1,0,Polaris Office for LG,0
Call Blocker,BUSINESS,4.6,188841,3.2,5000000,Free,0,Everyone,Business,21-06-18,1.1.13,4,0,Call Blocker,0
Plugin:AOT v5.0,BUSINESS,3.1,4034,0.022460938,100000,Free,0,Everyone,Business,11-09-15,3.0.1.11 (Build 311),2.2,0,Plugin:AOT v5.0,0
Kariyer.net,BUSINESS,3.9,45964,16,1000000,Free,0,Everyone,Business,18-07-18,5.1.5,4.1,0,Kariyer.net,0
Become a Job - Find a job or advertise,BUSINESS,4.1,6903,14,1000000,Free,0,Everyone,Business,10-07-18,2.3.6,4.1,0,Become a Job - Find a job or advertise,0
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,10000000,Free,0,Everyone,Business,20-07-18,4.1.28165.0716,4,0,ZOOM Cloud Meetings,0
"IndiaMART: Search Products, Buy, Sell & Trade",BUSINESS,4.5,207372,11,5000000,Free,0,Everyone,Business,02-08-18,12.2.4,4,0,"IndiaMART: Search Products, Buy, Sell & Trade",0
ViettelPost express delivery,BUSINESS,4.4,1225,25,100000,Free,0,Everyone,Business,01-08-18,1.0.6.8,4.1,0,ViettelPost express delivery,0
MyASUS - Service Center,BUSINESS,4.4,380837,7.3,10000000,Free,0,Everyone,Business,04-07-18,3.4.5,4.2,0,MyASUS - Service Center,0.1
Job Korea - Career Jobs,BUSINESS,4.3,10600,6.5,1000000,Free,0,Everyone,Business,01-08-18,2.5.6,4,0,Job Korea - Career Jobs,0
"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",BUSINESS,4.4,74359,25,1000000,Free,0,Everyone,Business,27-07-18,1.12.5,4,0,"104 Looking for a job - looking for a job, looking for a job, looking for a part-time job, health checkup, resume, treatment room",0
Myanmar 2D/3D,BUSINESS,4.6,822,3.1,100000,Free,0,Everyone,Business,08-06-18,1.5,4,0,Myanmar 2D/3D,0
sABN,BUSINESS,4.4,2287,1.5,1000000,Free,0,Everyone,Business,26-03-18,4.9,2.2,0,sABN,0
ATI Cargoes and Transportation,BUSINESS,4.7,4162,7.5,100000,Free,0,Everyone,Business,24-07-18,0.9.4,4,0,ATI Cargoes and Transportation,0
Secure Folder,BUSINESS,3.8,14760,8.6,50000000,Free,0,Everyone,Business,31-01-18,1.1.07.6,7,0,Secure Folder,0.6
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39,10000000,Free,0,Everyone,Business,30-05-17,1.2.6,3,0,Tiny Scanner - PDF Scanner App,0.5
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14,10000000,Free,0,Everyone,Business,11-07-18,3.9.2,4.1,0,Fast Scanner : Free PDF Scan,0.7
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19,1000000,Free,0,Everyone,Business,02-08-18,3.4.49,4.1,0,Mobile Doc Scanner (MDScan) Lite,0
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,25-03-18,1.5.2,4,499000,TurboScan: scan documents and receipts in PDF,0
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39,100000,Paid,4.99,Everyone,Business,11-04-17,3.4.6,3,499000,Tiny Scanner Pro: PDF Doc Scan,0.5
Zenefits,BUSINESS,4.2,296,14,50000,Free,0,Everyone,Business,15-06-18,3.2.1,4.1,0,Zenefits,0
Google Ads,BUSINESS,4.3,29313,20,5000000,Free,0,Everyone,Business,30-07-18,1.12.0,4,0,Google Ads,0
FreshBooks Classic,BUSINESS,4.1,1802,26,100000,Free,0,Everyone,Business,18-04-18,1.7.14,4.2,0,FreshBooks Classic,0.166666667
Insightly CRM,BUSINESS,3.8,1383,51,100000,Free,0,Everyone,Business,12-07-18,3.24.1,5,0,Insightly CRM,0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,1000000,Free,0,Everyone,Business,13-07-18,18.7,4.1,0,QuickBooks Accounting: Invoicing & Expenses,0
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20,500000,Free,0,Everyone,Business,03-07-18,3.19.005,4.1,0,HipChat - Chat Built for Teams,0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12,500000,Free,0,Everyone,Business,25-07-18,4.9.1,5,0,"MailChimp - Email, Marketing Automation",0
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,500000,Free,0,Everyone,Business,20-07-18,6.1.2,4,0,Crew - Free Messaging and Scheduling,0.8
Asana: organize team projects,BUSINESS,4.3,20815,10,1000000,Free,0,Everyone,Business,26-07-18,6.4.4,5,0,Asana: organize team projects,0
Google Analytics,BUSINESS,4.5,78662,22,1000000,Free,0,Everyone,Business,13-02-18,3.7.5,4.4,0,Google Analytics,0
AdWords Express,BUSINESS,4.1,7149,11,1000000,Free,0,Everyone,Business,31-07-18,2.6.158,4,0,AdWords Express,0
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0,Everyone,Business,02-08-18,5.20.7,4.1,0,Accounting App - Zoho Books,0
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0,Everyone,Business,02-08-18,5.20.7,4.1,0,Invoice & Time Tracking - Zoho,0
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28,1000000,Free,0,Everyone,Business,01-08-18,10.46.2,4.1,0,Invoice 2go — Professional Invoices and Estimates,0.1
Cisco Webex Meetings,BUSINESS,4.4,108741,28,10000000,Free,0,Everyone,Business,20-07-18,11.1.0,4.3,0,Cisco Webex Meetings,0
ZOOM Cloud Meetings,BUSINESS,4.4,31614,37,10000000,Free,0,Everyone,Business,20-07-18,4.1.28165.0716,4,0,ZOOM Cloud Meetings,0
ScreenMeet. Easy Phone Meeting,BUSINESS,4,624,9,100000,Free,0,Everyone,Business,22-03-18,1.2.287,5,0,ScreenMeet. Easy Phone Meeting,0.833333333
Cisco Webex Teams,BUSINESS,4.2,1661,46,100000,Free,0,Everyone,Business,02-08-18,3.0.4651,4.4,0,Cisco Webex Teams,0
Start Meeting,BUSINESS,4.1,308,14,50000,Free,0,Everyone,Business,29-05-18,3.1.4.0,4,0,Start Meeting,0
ClickMeeting Webinars,BUSINESS,3.8,5211,26,1000000,Free,0,Everyone,Business,30-07-18,3.3.0,4,0,ClickMeeting Webinars,0
BlueJeans for Android,BUSINESS,3.9,1058,23,500000,Free,0,Everyone,Business,29-06-18,2.22.397,5,0,BlueJeans for Android,0
Zenefits,BUSINESS,4.2,296,14,50000,Free,0,Everyone,Business,15-06-18,3.2.1,4.1,0,Zenefits,0
Google Ads,BUSINESS,4.3,29313,20,5000000,Free,0,Everyone,Business,30-07-18,1.12.0,4,0,Google Ads,0
FreshBooks Classic,BUSINESS,4.1,1802,26,100000,Free,0,Everyone,Business,18-04-18,1.7.14,4.2,0,FreshBooks Classic,0.166666667
Insightly CRM,BUSINESS,3.8,1383,51,100000,Free,0,Everyone,Business,12-07-18,3.24.1,5,0,Insightly CRM,0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,1000000,Free,0,Everyone,Business,13-07-18,18.7,4.1,0,QuickBooks Accounting: Invoicing & Expenses,0
HipChat - Chat Built for Teams,BUSINESS,3.8,5868,20,500000,Free,0,Everyone,Business,03-07-18,3.19.005,4.1,0,HipChat - Chat Built for Teams,0
"MailChimp - Email, Marketing Automation",BUSINESS,4.1,5448,12,500000,Free,0,Everyone,Business,25-07-18,4.9.1,5,0,"MailChimp - Email, Marketing Automation",0
Crew - Free Messaging and Scheduling,BUSINESS,4.6,4159,48,500000,Free,0,Everyone,Business,20-07-18,6.1.2,4,0,Crew - Free Messaging and Scheduling,0.8
Asana: organize team projects,BUSINESS,4.3,20815,10,1000000,Free,0,Everyone,Business,26-07-18,6.4.4,5,0,Asana: organize team projects,0
Google Analytics,BUSINESS,4.5,78662,22,1000000,Free,0,Everyone,Business,13-02-18,3.7.5,4.4,0,Google Analytics,0
AdWords Express,BUSINESS,4.1,7149,11,1000000,Free,0,Everyone,Business,31-07-18,2.6.158,4,0,AdWords Express,0
Accounting App - Zoho Books,BUSINESS,4.5,3079,8.5,100000,Free,0,Everyone,Business,02-08-18,5.20.7,4.1,0,Accounting App - Zoho Books,0
Invoice & Time Tracking - Zoho,BUSINESS,4.6,5800,8.6,100000,Free,0,Everyone,Business,02-08-18,5.20.7,4.1,0,Invoice & Time Tracking - Zoho,0
Invoice 2go — Professional Invoices and Estimates,BUSINESS,4.2,16422,28,1000000,Free,0,Everyone,Business,01-08-18,10.46.2,4.1,0,Invoice 2go — Professional Invoices and Estimates,0.1
Tiny Scanner - PDF Scanner App,BUSINESS,4.7,286897,39,10000000,Free,0,Everyone,Business,30-05-17,1.2.6,3,0,Tiny Scanner - PDF Scanner App,0.5
Fast Scanner : Free PDF Scan,BUSINESS,4.5,103755,14,10000000,Free,0,Everyone,Business,11-07-18,3.9.2,4.1,0,Fast Scanner : Free PDF Scan,0.7
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,46505,19,1000000,Free,0,Everyone,Business,02-08-18,3.4.49,4.1,0,Mobile Doc Scanner (MDScan) Lite,0
TurboScan: scan documents and receipts in PDF,BUSINESS,4.7,11442,6.8,100000,Paid,4.99,Everyone,Business,25-03-18,1.5.2,4,499000,TurboScan: scan documents and receipts in PDF,0
Tiny Scanner Pro: PDF Doc Scan,BUSINESS,4.8,10295,39,100000,Paid,4.99,Everyone,Business,11-04-17,3.4.6,3,499000,Tiny Scanner Pro: PDF Doc Scan,0.5
OfficeSuite : Free Office + PDF Editor,BUSINESS,4.3,1002859,35,100000000,Free,0,Everyone,Business,02-08-18,9.7.14188,4.1,0,OfficeSuite : Free Office + PDF Editor,0.8
Verify - Receipts & Expenses,BUSINESS,4.5,413,29,10000,Free,0,Everyone,Business,25-07-18,2.0.19,5,0,Verify - Receipts & Expenses,0
QuickBooks Accounting: Invoicing & Expenses,BUSINESS,4.3,23175,41,1000000,Free,0,Everyone,Business,13-07-18,18.7,4.1,0,QuickBooks Accounting: Invoicing & Expenses,0
Manga Master - Best manga & comic reader,COMICS,4.6,24005,4.9,500000,Free,0,Adults only 18+,Comics,04-07-18,1.1.7.0,4.1,0,Manga Master - Best manga & comic reader,0.4
GANMA! - All original stories free of charge for all original comics,COMICS,4.7,57106,27,1000000,Free,0,Teen,Comics,23-07-18,2.11.3,4.1,0,GANMA! - All original stories free of charge for all original comics,0.766666667
Röhrich Werner Soundboard,COMICS,4.7,2249,32,500000,Free,0,Everyone,Comics,16-11-17,1.08,4,0,Röhrich Werner Soundboard,0
Unicorn Pokez - Color By Number,COMICS,4.8,516,12,50000,Free,0,Everyone,Comics;Creativity,03-08-18,1.0.6,4.4,0,Unicorn Pokez - Color By Number,0
MangaToon - Comics updated Daily,COMICS,3.9,834,15,50000,Free,0,Mature 17+,Comics,01-08-18,1.0.8,4.1,0,MangaToon - Comics updated Daily,0
Manga Net – Best Online Manga Reader,COMICS,4.1,1010,11,50000,Free,0,Mature 17+,Comics,07-07-18,1.5,4.1,0,Manga Net – Best Online Manga Reader,0.15
Manga Rock - Best Manga Reader,COMICS,4.4,238970,28,1000000,Free,0,Teen,Comics,09-07-18,3.4.3_world,5,0,Manga Rock - Best Manga Reader,0.3
Manga - read Thai translation,COMICS,4.6,302,2.2,10000,Free,0,Teen,Comics,03-07-18,1,4,0,Manga - read Thai translation,0
The Vietnam Story - Fun Stories,COMICS,4.5,438,3.4,10000,Free,0,Everyone,Comics,27-12-17,1,2.3,0,The Vietnam Story - Fun Stories,0.2
Dragon Ball Wallpaper - Ringtones,COMICS,4.7,73,8.3,10000,Free,0,Everyone,Comics,23-07-18,1.9,4,0,Dragon Ball Wallpaper - Ringtones,0
Funny Jokes Photos,COMICS,4.4,39,4.3,10000,Free,0,Everyone 10+,Comics,03-07-18,1.1,4.2,0,Funny Jokes Photos,1
Truyện Vui Tý Quậy,COMICS,4.5,144,4.7,10000,Free,0,Everyone,Comics,19-07-18,3,4,0,Truyện Vui Tý Quậy,0
Comic Es - Shojo manga / love comics free of charge ♪ ♪,COMICS,3.9,2181,10,100000,Free,0,Teen,Comics,05-03-18,1.2.12,4,0,Comic Es - Shojo manga / love comics free of charge ♪ ♪,0.633333333
comico Popular Original Cartoon Updated Everyday Comico,COMICS,3.2,93965,15,5000000,Free,0,Teen,Comics,03-07-18,6.3.0,4,0,comico Popular Original Cartoon Updated Everyday Comico,0.75
Daily Manga - Comic & Webtoon,COMICS,3.2,1446,7.1,100000,Free,0,Mature 17+,Comics,18-05-18,1,4,0,Daily Manga - Comic & Webtoon,0.25
"漫咖 Comics - Manga,Novel and Stories",COMICS,4.1,12088,21,1000000,Free,0,Mature 17+,Comics,06-07-18,2.3.1,4,0,"漫咖 Comics - Manga,Novel and Stories",0
Emmanuella Funny Videos 2018,COMICS,4.5,314,6.1,100000,Free,0,Everyone,Comics,23-05-18,3.1.0,4.1,0,Emmanuella Funny Videos 2018,1
Manga Zero - Japanese cartoon and comic reader,COMICS,4.2,15194,15,1000000,Free,0,Teen,Comics,19-07-18,4.7.3,4.2,0,Manga Zero - Japanese cartoon and comic reader,0.25
Marvel Unlimited,COMICS,3.7,22551,11,1000000,Free,0,Teen,Comics,24-07-18,3.16.0,4.4,0,Marvel Unlimited,0
"Tapas – Comics, Novels, and Stories",COMICS,4.5,29839,29,1000000,Free,0,Teen,Comics,31-07-18,4.1.0,4.4,0,"Tapas – Comics, Novels, and Stories",0
Children's cartoons (Mithu-Mina-Raju),COMICS,4.6,279,3.3,100000,Free,0,Everyone,Comics,18-12-17,1.6,4,0,Children's cartoons (Mithu-Mina-Raju),0
Faustop Sounds,COMICS,4.7,1677,40,100000,Free,0,Everyone,Comics,26-05-18,1.7.7,4.1,0,Faustop Sounds,0
Manga Mania - Best online manga reader,COMICS,4.4,757,10,10000,Free,0,Teen,Comics,24-05-18,1,4.1,0,Manga Mania - Best online manga reader,0.3
#NAME?,COMICS,3.5,115,9.1,10000,Free,0,Mature 17+,Comics,13-07-18,5.0.12,5,0,#NAME?,0
Manga AZ - Manga Comic Reader,COMICS,3.3,125,4.7,5000,Free,0,Teen,Comics,24-07-18,1.0.4,4,0,Manga AZ - Manga Comic Reader,0.5
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38,500000,Free,0,Everyone 10+,Comics,31-07-18,4.3.0,4.1,0,Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,0.4
Funny Jokes and Stories 2018,COMICS,4.2,21,6.7,5000,Free,0,Everyone,Comics,31-03-18,1.3,4,0,Funny Jokes and Stories 2018,1
Hojiboy Tojiboyev Life Hacks,COMICS,5,15,37,1000,Free,0,Everyone,Comics,26-06-18,2,4,0,Hojiboy Tojiboyev Life Hacks,0
"Best Wallpapers Backgrounds(100,000+ 4K HD)",COMICS,4.7,3596,7.8,10000,Free,0,Teen,Comics,16-06-18,1.01,4,0,"Best Wallpapers Backgrounds(100,000+ 4K HD)",0.3
think Comics,COMICS,4.4,1006,19,50000,Free,0,Everyone,Comics,03-08-18,2.3.3,4,0,think Comics,0
Memes Button,COMICS,4.4,5968,5.7,1000000,Free,0,Everyone,Comics,28-05-18,1.4,4,0,Memes Button,0
"Laftel - Watching and Announcing Snooping, Streaming",COMICS,4.6,4895,35,100000,Free,0,Everyone,Comics,02-08-18,2.4.25,4.4,0,"Laftel - Watching and Announcing Snooping, Streaming",0
Messenger for SMS,COMMUNICATION,4.3,125257,17,10000000,Free,0,Teen,Communication,06-06-18,1.8.9,4.1,0,Messenger for SMS,0
My Tele2,COMMUNICATION,4.3,158679,8.8,5000000,Free,0,Everyone,Communication,03-08-18,2.4.1,4.4,0,My Tele2,0
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4187998,16,100000000,Free,0,Everyone,Communication,18-07-18,5.29.3,4.4,0,Yahoo Mail – Stay Organized,0
imo beta free calls and text,COMMUNICATION,4.3,659395,11,100000000,Free,0,Everyone,Communication,07-06-18,9.8.000000010492,4,0,imo beta free calls and text,0.8
imo free video calls and chat,COMMUNICATION,4.3,4785892,11,500000000,Free,0,Everyone,Communication,08-06-18,9.8.000000010501,4,0,imo free video calls and chat,0.8
Call Free – Free Call,COMMUNICATION,4.3,30209,15,5000000,Free,0,Everyone,Communication,28-07-18,1.3.4,4.1,0,Call Free – Free Call,0.8
Web Browser & Explorer,COMMUNICATION,4,36901,6.6,5000000,Free,0,Everyone,Communication,04-07-18,11.8.6,4,0,Web Browser & Explorer,0
Browser 4G,COMMUNICATION,4.3,192948,6.6,10000000,Free,0,Everyone,Communication,19-06-18,24.6.6,4,0,Browser 4G,0
Cricket Visual Voicemail,COMMUNICATION,3.9,13698,5.1,10000000,Free,0,Everyone,Communication,02-07-18,3.2.0.100171,4.1,0,Cricket Visual Voicemail,0
TracFone My Account,COMMUNICATION,3.6,20769,18,1000000,Free,0,Everyone,Communication,11-07-18,R6.0.3,4.1,0,TracFone My Account,0
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36880,4,1000000,Free,0,Everyone,Communication,06-07-18,5.2,5,0,Firefox Focus: The privacy browser,0
TouchPal Keyboard - Fun Emoji & Android Keyboard,COMMUNICATION,4.4,615381,37,10000000,Free,0,Mature 17+,Communication,02-08-18,6.7.9.1,4,0,TouchPal Keyboard - Fun Emoji & Android Keyboard,0.2
Skype Lite - Free Video Call & Chat,COMMUNICATION,4.2,33053,22,5000000,Free,0,Everyone,Communication,31-07-18,1.60.0.31354-release,4,0,Skype Lite - Free Video Call & Chat,0.8
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648120,3.3,100000000,Free,0,Teen,Communication,18-07-18,11.4.0,4,0,UC Browser Mini -Tiny Fast Private & Secure,0.51875
WhatsApp Business,COMMUNICATION,4.4,136662,32,10000000,Free,0,Everyone,Communication,30-07-18,2.18.116,4,0,WhatsApp Business,0
My magenta,COMMUNICATION,3.9,42370,37,1000000,Free,0,Everyone,Communication,25-06-18,7.5.1,5,0,My magenta,0
Antillean Gold Telegram (original version),COMMUNICATION,4.4,2939,17,100000,Free,0,Everyone,Communication,16-07-18,2.1,4.1,0,Antillean Gold Telegram (original version),0.75
Omlet Chat,COMMUNICATION,3.9,40751,35,10000000,Free,0,Teen,Communication,04-11-16,2.2.7600,4,0,Omlet Chat,0
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17712922,40,500000000,Free,0,Teen,Communication,02-08-18,12.8.5.1121,4,0,UC Browser - Fast Download Private & Secure,0.525
My Vodacom SA,COMMUNICATION,3.7,25021,61,5000000,Free,0,Everyone,Communication,26-06-18,9.9.0,4.3,0,My Vodacom SA,0
Microsoft Edge,COMMUNICATION,4.3,27187,66,5000000,Free,0,Everyone,Communication,28-07-18,42.0.0.2059,4.4,0,Microsoft Edge,0
imo free video calls and chat,COMMUNICATION,4.3,4785988,11,500000000,Free,0,Everyone,Communication,08-06-18,9.8.000000010501,4,0,imo free video calls and chat,0.8
Hangouts Dialer - Call Phones,COMMUNICATION,4,122498,0.077148438,10000000,Free,0,Everyone,Communication,02-09-15,0.1.100944346,4,0,Hangouts Dialer - Call Phones,0
"Talkatone: Free Texts, Calls & Phone Number",COMMUNICATION,4.1,132014,25,10000000,Free,0,Everyone,Communication,18-07-18,6.1,4.2,0,"Talkatone: Free Texts, Calls & Phone Number",0.8
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,5000000,Free,0,Everyone,Communication,19-04-18,3.0.4,4,0,Calls & Text by Mo+,0
"GO SMS Pro - Messenger, Free Themes, Emoji",COMMUNICATION,4.4,2876500,24,100000000,Free,0,Everyone,Communication,01-08-18,7.73,4,0,"GO SMS Pro - Messenger, Free Themes, Emoji",0.8
"Messaging+ SMS, MMS Free",COMMUNICATION,4.1,28238,17,1000000,Free,0,Everyone,Communication,02-08-18,4.98,2.3,0,"Messaging+ SMS, MMS Free",0.8
chomp SMS,COMMUNICATION,4.3,335646,8.3,10000000,Free,0,Everyone,Communication,26-07-18,7.21,2.3,0,chomp SMS,0
Text SMS,COMMUNICATION,4.5,349384,8.2,10000000,Free,0,Everyone,Communication,24-07-18,3.47,4,0,Text SMS,0
mysms SMS Text Messaging Sync,COMMUNICATION,4.3,37320,8.4,1000000,Free,0,Everyone,Communication,30-07-18,6.5.1,4,0,mysms SMS Text Messaging Sync,0
Firefox Focus: The privacy browser,COMMUNICATION,4.4,36893,4,1000000,Free,0,Everyone,Communication,06-07-18,5.2,5,0,Firefox Focus: The privacy browser,0
2ndLine - Second Phone Number,COMMUNICATION,4.2,15880,32,1000000,Free,0,Everyone,Communication,03-08-18,5.65.0,4,0,2ndLine - Second Phone Number,0
"CM Browser - Ad Blocker , Fast Download , Privacy",COMMUNICATION,4.6,2264916,6.1,50000000,Free,0,Everyone,Communication,31-07-18,5.22.18.0006,4,0,"CM Browser - Ad Blocker , Fast Download , Privacy",0.6
Ninesky Browser,COMMUNICATION,4.2,42925,2.8,1000000,Free,0,Everyone,Communication,27-08-17,6.1,2.3,0,Ninesky Browser,0
UC Browser Mini -Tiny Fast Private & Secure,COMMUNICATION,4.4,3648480,3.3,100000000,Free,0,Teen,Communication,18-07-18,11.4.0,4,0,UC Browser Mini -Tiny Fast Private & Secure,0.51875
UC Browser - Fast Download Private & Secure,COMMUNICATION,4.5,17714850,40,500000000,Free,0,Teen,Communication,02-08-18,12.8.5.1121,4,0,UC Browser - Fast Download Private & Secure,0.525
Ghostery Privacy Browser,COMMUNICATION,4.1,13100,2.2,1000000,Free,0,Everyone,Communication,20-03-18,1.4.1.0,4,0,Ghostery Privacy Browser,0
Web Browser for Android,COMMUNICATION,4.1,55098,4.3,1000000,Free,0,Everyone,Communication,20-06-18,2.2,4,0,Web Browser for Android,0
DU Browser—Browse fast & fun,COMMUNICATION,4.3,1133501,4.7,10000000,Free,0,Everyone,Communication,01-04-16,6.4.0.4,4,0,DU Browser—Browse fast & fun,0.4
Lightning Web Browser,COMMUNICATION,4.1,12578,2.3,500000,Free,0,Everyone,Communication,10-07-17,4.5.1,4,0,Lightning Web Browser,0
Web Browser,COMMUNICATION,4.2,10965,2.3,500000,Free,0,Everyone,Communication,02-02-15,2,3,0,Web Browser,0
Contacts+,COMMUNICATION,4.2,190613,11,10000000,Free,0,Everyone,Communication,31-07-18,5.85.1,4,0,Contacts+,0
ExDialer - Dialer & Contacts,COMMUNICATION,4.2,125232,2.7,10000000,Free,0,Everyone,Communication,05-03-17,196,2.1,0,ExDialer - Dialer & Contacts,0
Calls & Text by Mo+,COMMUNICATION,4.2,83239,14,5000000,Free,0,Everyone,Communication,19-04-18,3.0.4,4,0,Calls & Text by Mo+,0
PHONE for Google Voice & GTalk,COMMUNICATION,4.3,72065,13,1000000,Free,0,Everyone,Communication,18-04-18,3.0.7,4,0,PHONE for Google Voice & GTalk,0
Safest Call Blocker,COMMUNICATION,4.4,27540,3.7,1000000,Free,0,Everyone,Communication,05-01-18,1.26.001,4,0,Safest Call Blocker,0
Full Screen Caller ID,COMMUNICATION,4.2,104990,10,5000000,Free,0,Everyone,Communication,15-05-18,3.5.0,4,0,Full Screen Caller ID,0.55
Hiya - Caller ID & Block,COMMUNICATION,4.4,177703,13,10000000,Free,0,Mature 17+,Communication,25-07-18,8.1.2-6310,5,0,Hiya - Caller ID & Block,0
Call Blocker,COMMUNICATION,4.1,17529,10,1000000,Free,0,Everyone,Communication,26-07-18,5.86,4,0,Call Blocker,0
Mr. Number-Block calls & spam,COMMUNICATION,4.2,177263,13,10000000,Free,0,Mature 17+,Communication,13-07-18,5.1.2-6310,5,0,Mr. Number-Block calls & spam,0
Should I Answer?,COMMUNICATION,4.8,237468,8.8,1000000,Free,0,Everyone,Communication,26-07-18,2018.1.715,4,0,Should I Answer?,0
RocketDial Dialer & Contacts,COMMUNICATION,4.4,32254,5.5,1000000,Free,0,Everyone,Communication,04-12-17,3.9.7,2.1,0,RocketDial Dialer & Contacts,0
"CallApp: Caller ID, Blocker & Phone Call Recorder",COMMUNICATION,4.4,483565,20,10000000,Free,0,Everyone,Communication,29-07-18,1.286,4.1,0,"CallApp: Caller ID, Blocker & Phone Call Recorder",0
Whoscall - Caller ID & Block,COMMUNICATION,4.4,552441,29,10000000,Free,0,Everyone,Communication,01-08-18,6.19.1,4.1,0,Whoscall - Caller ID & Block,0
Call Control - Call Blocker,COMMUNICATION,4.4,93825,11,5000000,Free,0,Everyone,Communication,05-07-18,2.17.3,4.1,0,Call Control - Call Blocker,0
Video Caller Id,COMMUNICATION,4.2,15287,17,1000000,Free,0,Everyone,Communication,24-01-18,2.2.245,4,0,Video Caller Id,0
Sync.ME – Caller ID & Block,COMMUNICATION,4.5,205739,17,5000000,Free,0,Everyone,Communication,26-07-18,4.5.4,4.1,0,Sync.ME – Caller ID & Block,0
Caller ID +,COMMUNICATION,4,9498,0.115234375,1000000,Free,0,Everyone,Communication,07-06-16,5.28.0,2.3,0,Caller ID +,0
Yahoo Mail – Stay Organized,COMMUNICATION,4.3,4188142,16,100000000,Free,0,Everyone,Communication,18-07-18,5.29.3,4.4,0,Yahoo Mail – Stay Organized,0
